X,Y,gid,Name,description,altitudeMode,Status,OneWayRoad,Direction,CityCouncil,PostedSpeedLimit_MPH,Shape.len,ParentPathLength_Miles,ProjectName,MaintainedBy,PhysicalJurisdiction,PathType,ParentTerminiDesc,ParentPathName,FiftyMileLoop,SurfaceMaterial,ProjectTermini,Path_Width_ft,Field_1
-106.722376617791,35.1922954797773,1696,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,E/W,5,<Null>,378.116718,0.07,<Null>,HOA,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from Universe to Golf Course,Paradise Trail,<Null>,Asphalt,<Null>,10,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.718715564581,35.1927984848719,1698,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,<Null>,5,<Null>,527.785379,0.09,PARADISE BLVD IMPROVEMENTS,CABQ_PM,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from Universe to Golf Course,Paradise Trail,<Null>,Concrete,from Vivaldi to Justin,10,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.716812655207,35.1933948784068,1699,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,<Null>,5,<Null>,709.873829,0.13,PARADISE BLVD IMPROVEMENTS,CABQ_PM,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from Universe to Golf Course,Paradise Trail,<Null>,Concrete,from Vivaldi to Justin,10,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.713927877688,35.194304312033,1700,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,W,5,<Null>,514.735416,0.09,PARADISE BLVD IMPROVEMENTS,CABQ_PM,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from Universe to Golf Course,Paradise Trail,<Null>,Asphalt,from Vivaldi to Justin,10,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.715047153646,35.1939547361553,1701,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,<Null>,5,<Null>,215.949222,0.04,PARADISE BLVD IMPROVEMENTS,CABQ_PM,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from Universe to Golf Course,Paradise Trail,<Null>,Concrete,from Vivaldi to Justin,12,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.712363506831,35.1947953265876,1703,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,<Null>,5,<Null>,215.041388,0.04,PARADISE BLVD IMPROVEMENTS,CABQ_PM,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from Universe to Golf Course,Paradise Trail,<Null>,Concrete,from Vivaldi to Justin,10,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.710601956685,35.1953047152471,1704,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,<Null>,5,<Null>,555.612709,0.1,<Null>,CABQ_PM,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from Universe to Golf Course,Paradise Trail,<Null>,Concrete,<Null>,12,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.704648722167,35.1968708279837,1706,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,<Null>,5,<Null>,408.485677,0.07,Paradise Hills Trail Improvements 2013,CABQ_PM,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from Universe to Golf Course,Paradise Trail,<Null>,Concrete,Paradise Blvd b/w Paseo Del Norte & Golf Course NW,9,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.703542169833,35.1969471815019,1707,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,<Null>,5,<Null>,46.448943,0,Paradise Hills Trail Improvements 2013,CABQ_PM,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from Universe to Golf Course,Paradise Trail,<Null>,Concrete,Paradise Blvd b/w Paseo Del Norte & Golf Course NW,9,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.696466995839,35.1956493380063,1709,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,<Null>,5,<Null>,472.657617,0.08,PARADISE BLVD IMPROVEMENTS,CABQ_PM,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from Universe to Golf Course,Paradise Trail,<Null>,Asphalt,from Vivaldi to Justin,10,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.695739343806,35.1951196542883,1710,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,"N/W,S/E",5,<Null>,31.190366,0,PARADISE BLVD IMPROVEMENTS,CABQ_PM,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from Universe to Golf Course,Paradise Trail,<Null>,Asphalt,from Vivaldi to Justin,10,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.695356582745,35.1948164503483,1711,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,"N/W,S/E",99,<Null>,309.485193,0.05,Paradise Blvd,BERNCO,BERNALILLO COUNTY,Paved Multiple Use Trail,from Universe to Golf Course,Paradise Trail,<Null>,Asphalt,Paradise Blvd From Golf Course Road past Justin,5,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.692971730373,35.1930250691462,1714,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,"N/W,S/E",99,<Null>,260.218217,0.04,Paradise Blvd,BERNCO,BERNALILLO COUNTY,Paved Multiple Use Trail,from Universe to Golf Course,Paradise Trail,<Null>,Asphalt,Paradise Blvd From Golf Course Road past Justin,5,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.692247644192,35.1925118049622,1715,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,"N/W,S/E",99,<Null>,259.458271,0.04,Paradise Blvd,BERNCO,BERNALILLO COUNTY,Paved Multiple Use Trail,from Universe to Golf Course,Paradise Trail,<Null>,Asphalt,Paradise Blvd From Golf Course Road past Justin,5,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.691354540155,35.1920589902456,1716,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,<Null>,99,<Null>,277.944205,0.05,Paradise Blvd,BERNCO,BERNALILLO COUNTY,Paved Multiple Use Trail,from Universe to Golf Course,Paradise Trail,<Null>,Asphalt,Paradise Blvd From Golf Course Road past Justin,5,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.690401912432,35.191734761503,1718,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,<Null>,99,<Null>,289.871781,0.05,Paradise Blvd,BERNCO,BERNALILLO COUNTY,Paved Multiple Use Trail,from Universe to Golf Course,Paradise Trail,<Null>,Asphalt,Paradise Blvd From Golf Course Road past Justin,5,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.688303813205,35.1914297034382,1719,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,"N/W,S/E",99,<Null>,288.093505,0.05,Paradise Blvd,BERNCO,BERNALILLO COUNTY,Paved Multiple Use Trail,from Universe to Golf Course,Paradise Trail,<Null>,Asphalt,Paradise Blvd From Golf Course Road past Justin,5,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.68508665077,35.1901596732713,1720,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,<Null>,99,<Null>,214.199351,0.04,Paradise Blvd,BERNCO,BERNALILLO COUNTY,Paved Multiple Use Trail,from Universe to Golf Course,Paradise Trail,<Null>,Asphalt,Paradise Blvd From Golf Course Road past Justin,5,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.684621542647,35.1898805075112,1722,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,<Null>,5,<Null>,138.579191,0.02,Paradise Blvd,CABQ_PM,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from Universe to Golf Course,Paradise Trail,<Null>,Asphalt,Paradise Blvd From Golf Course Road past Justin,5,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.684576078438,35.1883573784446,1724,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,N/S,5,<Null>,293.812415,0.05,Golf Course/Ellison/McMahon/Irving Improvements,CABQ_PM,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from Paradise to PDN,Golf Course Trail,<Null>,Asphalt,"Ellison, McMahon & Golf Course Rd. N.W. (and Irving Bd.)",10,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.684743757128,35.187238589411,1725,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,N/S,5,<Null>,288.088849,0.05,Golf Course/Ellison/McMahon/Irving Improvements,CABQ_PM,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from Paradise to PDN,Golf Course Trail,<Null>,Asphalt,"Ellison, McMahon & Golf Course Rd. N.W. (and Irving Bd.)",10,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.686600272434,35.1836305208048,1727,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,N/S,5,<Null>,1422.736704,0.26,Golf Course/Ellison/McMahon/Irving Improvements,CABQ_PM,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from Paradise to PDN,Golf Course Trail,<Null>,Asphalt,"Ellison, McMahon & Golf Course Rd. N.W. (and Irving Bd.)",10,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.697165902482,35.1791641182781,1728,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,<Null>,5,<Null>,435.942007,0.08,Paseo del Norte Extension,CABQ_PM,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from Calle Nortena to E of Rancho Serena,Paseo del Norte Trail,<Null>,Asphalt,"Paseo del Norte, West of Golf Course, West ot Kimmick Rd. NW",10,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.700029385016,35.1794051436259,1729,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,<Null>,5,<Null>,861.770047,0.16,Paseo del Norte Extension,CABQ_PM,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from Calle Nortena to E of Rancho Serena,Paseo del Norte Trail,<Null>,Asphalt,"Paseo del Norte, West of Golf Course, West ot Kimmick Rd. NW",10,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.735955292139,35.1779257652015,1730,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,<Null>,5,<Null>,649.82044,0.12,Northwest Education/Ancient Mesa,HOA,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from Irving to Volcano Vista High,Rainbow Trail,<Null>,Asphalt,Rainbow Blvd south of Paseo Del Norte NW,10,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.737597635831,35.1805814336356,1731,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,<Null>,5,<Null>,651.684752,0.12,Trails Subdivision - Offsite Improvements,HOA,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from Irving to Volcano Vista High,Rainbow Trail,<Null>,Asphalt,Area south of Paseo del Norte and w/o Universe Blvd. NW,10,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.738632029861,35.1831255572605,1732,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,<Null>,5,<Null>,920.460586,0.17,Trails Subdivision - Offsite Improvements,HOA,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from Irving to Volcano Vista High,Rainbow Trail,<Null>,Asphalt,Area south of Paseo del Norte and w/o Universe Blvd. NW,10,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.736085022746,35.1817403928372,1733,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,<Null>,5,<Null>,808.365653,0.15,Valle Prado Unit 1,HOA,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from W of Valle Prado to Universe,Woodmont Trail,<Null>,Concrete,"Valle Prado Lane & Woodmont Av, NW Nrthsd of woodmont",8,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.734619912258,35.1813748936433,1734,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,<Null>,5,<Null>,219.360832,0.04,Valle Prado Unit 1,HOA,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from W of Valle Prado to Universe,Woodmont Trail,<Null>,Concrete,"Valle Prado Lane & Woodmont Av, NW Nrthsd of woodmont",8,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.729278303681,35.1816529884731,1735,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,W,5,<Null>,1019.799335,0.19,Valle Prado Unit 1,HOA,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from W of Valle Prado to Universe,Woodmont Trail,<Null>,Asphalt,"Valle Prado Lane & Woodmont Av, NW Nrthsd of woodmont",8,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.731669265443,35.1822955684179,1736,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,N/S,5,<Null>,462.528666,0.08,"Trails, Unit II, Infrastructure Improvements",HOA,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from Universe to Woodmont,Oakridge Trail,<Null>,Asphalt,"South of Paseo del Norte, west of Universe Blvd. NW",8,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.731450825597,35.1842732318112,1738,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,N/S,5,<Null>,517.377422,0.09,"Trails, Unit II, Infrastructure Improvements",HOA,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from Universe to Woodmont,Oakridge Trail,<Null>,Asphalt,"South of Paseo del Norte, west of Universe Blvd. NW",8,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.75160141272,35.2017060958771,1740,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,<Null>,5,<Null>,266.219596,0.05,Pinon Pointe II @ Ventana Ranch On-Site,HOA,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,@ Ventana Ranch neighborhood,Ventana Ranch Trail Network,<Null>,Asphalt,on Las Ventanas Rd west of Rainbow,8,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.724971627453,35.2121090835436,1741,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,<Null>,5,<Null>,662.586673,0.12,Saltillo Communities,CABQ_PM,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from Universe to Coors By-Pass,McMahon Trail,<Null>,Asphalt,N. of Calabacillas Arroyo - Universe & Rockcliff,10,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.61731242953,35.0655050592196,2243,BikeRoute - Cars and bicycles share the street.,,clampToGround,Existing,<Null>,<Null>,6,25,101.747018,0.01,<Null>,CABQ_SM,CITY OF ALBUQUERQUE,BikeRoute,from Coal to Gibson,Kathryn,<Null>,Asphalt,<Null>,<Null>,BikeRoute - Cars and bicycles share the street.
-106.722236227097,35.2124341649594,1743,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,<Null>,5,<Null>,921.089994,0.17,Saltillo Communities,CABQ_PM,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from Universe to Coors By-Pass,McMahon Trail,<Null>,Asphalt,N. of Calabacillas Arroyo - Universe & Rockcliff,10,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.709779332514,35.2143480831773,1744,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,W,5,<Null>,1111.257097,0.21,"Park Hill Subdivision, Unit 2 & 3",CABQ_PM,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from Universe to Coors By-Pass,McMahon Trail,<Null>,Asphalt,End of McMahon @ Rockcliff NW,10,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.704674013039,35.2153073888083,1745,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,<Null>,5,<Null>,198.22491,0.03,Los Suenos Subdivision,CABQ_PM,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from N of McMahon from Desert Dreamer to Slumber,Park Hill Trail,<Null>,Asphalt,N. of McHahon and E. of Unser Blvd N.W.,8,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.697339186671,35.2129989289759,1748,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,<Null>,5,<Null>,345.157294,0.06,McMahon Blvd Transportation Improvements,CABQ_PM,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from Universe to Coors By-Pass,McMahon Trail,<Null>,Asphalt,NW Between Coors Bypass & Unser Blvd,10,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.699243289529,35.2120694758911,1749,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,"N/E,S/W",5,<Null>,545.999248,0.1,Paradise North Tract 19A1,CABQ_PM,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from N of Calle Perro to Bandelier,Unser Trail South,<Null>,Asphalt,NE corner of Unser Blvd & McMahon Blvd NW,10,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.696056957367,35.2126114445934,1751,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,<Null>,5,<Null>,362.732816,0.06,McMahon Blvd Transportation Improvements,CABQ_PM,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from Universe to Coors By-Pass,McMahon Trail,<Null>,Asphalt,NW Between Coors Bypass & Unser Blvd,10,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.692530271911,35.211541799472,1753,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,<Null>,5,<Null>,383.648488,0.07,McMahon Blvd Transportation Improvements,CABQ_PM,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from Universe to Coors By-Pass,McMahon Trail,<Null>,Asphalt,NW Between Coors Bypass & Unser Blvd,10,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.684890835464,35.2091771919935,1754,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,<Null>,5,<Null>,524.116685,0.09,McMahon Blvd Transportation Improvements,CABQ_PM,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from Universe to Coors By-Pass,McMahon Trail,<Null>,Asphalt,NW Between Coors Bypass & Unser Blvd,10,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.683118902842,35.2086052297936,1755,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,<Null>,5,<Null>,496.872379,0.09,McMahon Blvd Transportation Improvements,CABQ_PM,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from Universe to Coors By-Pass,McMahon Trail,<Null>,Asphalt,NW Between Coors Bypass & Unser Blvd,10,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.681266501363,35.2080305205876,1756,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,<Null>,5,<Null>,552.889755,0.1,McMahon Blvd Transportation Improvements,CABQ_PM,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from Universe to Coors By-Pass,McMahon Trail,<Null>,Asphalt,NW Between Coors Bypass & Unser Blvd,10,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.679761944072,35.2075156089329,1757,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,<Null>,5,<Null>,291.945377,0.05,McMahon Blvd Reconstruction,CABQ_PM,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from Universe to Coors By-Pass,McMahon Trail,<Null>,Asphalt,Bandelier to Colg Course Rd,11,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.67762479041,35.2068120119657,1759,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,<Null>,5,<Null>,404.579068,0.07,McMahon Blvd Reconstruction,CABQ_PM,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from Universe to Coors By-Pass,McMahon Trail,<Null>,Asphalt,Bandelier to Colg Course Rd,11,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.676002801469,35.2062061706322,1760,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,<Null>,5,<Null>,339.059215,0.06,McMahon Blvd Reconstruction,CABQ_PM,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from Universe to Coors By-Pass,McMahon Trail,<Null>,Asphalt,Bandelier to Colg Course Rd,11,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.67494445876,35.2059427339692,1761,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,E/W,5,<Null>,525.158367,0.09,Golf Course/Ellison/McMahon/Irving Improvements,CABQ_PM,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from Universe to Coors By-Pass,McMahon Trail,<Null>,Asphalt,"Ellison, McMahon & Golf Course Rd. N.W. (and Irving Bd.)",10,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.672614953204,35.206181014609,1762,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,<Null>,5,<Null>,433.707734,0.08,Unser Blvd South Trail Extension Phase 1,CABQ_PM,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from Universe to Coors By-Pass,McMahon Trail,<Null>,Asphalt,On E.side of Unser from Sarracino to Ladera,10,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.674733661174,35.1800981542081,1772,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,"N/E,S/W",5,<Null>,133.23758,0.02,EAGLE RIDGE SUBDIVISION,CABQ_PM,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from PDN to Coors,Eagle Ranch Trail,<Null>,Asphalt,from PDN to Coors,10,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.669836309836,35.2059405015325,1764,BikeLane - A portion of the street with a designated lane for bicycles.,,clampToGround,Existing,<Null>,<Null>,5,40,2271.051134,0.43,McMahon Blvd Transportation Improvements,CABQ_SM,CITY OF ALBUQUERQUE,BikeLane,from Universe to Coors By-Pass,Ellison,<Null>,Asphalt,NW Between Coors Bypass & Unser Blvd,7,BikeLane - A portion of the street with a designated lane for bicycles.
-106.663866048523,35.2062182408815,1765,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,<Null>,5,<Null>,984.76018,0.18,Unser Blvd South Trail Extension Phase 1,CABQ_PM,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from Universe to Coors By-Pass,McMahon Trail,<Null>,Asphalt,On E.side of Unser from Sarracino to Ladera,10,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.662569338802,35.2061266974406,1766,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,<Null>,5,<Null>,257.180695,0.04,Unser Blvd South Trail Extension Phase 1,CABQ_PM,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from Universe to Coors By-Pass,McMahon Trail,<Null>,Asphalt,On E.side of Unser from Sarracino to Ladera,10,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.672485253549,35.2120149956786,1767,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,N/S,5,<Null>,394.747804,0.07,Black Arroyo Trail,CABQ_PM,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from Salida del Sol Park to Calabacillas Arroyo,Black Arroyo Trail,<Null>,Asphalt,Cibola Loop and Ellison Dr. N.E,10,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.670149632335,35.1823805756101,1769,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,<Null>,5,<Null>,214.116449,0.04,A.G. SPANOS APARTMENTS,PRIVATE,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from Universe to Golf Course,Paradise Trail,<Null>,Asphalt,Between Eagle Ranch and Paradise,12,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.672474187584,35.1833955676735,1770,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,<Null>,5,<Null>,625.239592,0.11,A.G. SPANOS APARTMENTS,PRIVATE,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from Universe to Golf Course,Paradise Trail,<Null>,Asphalt,Between Eagle Ranch and Paradise,12,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.670962737681,35.1827358446203,1771,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,<Null>,5,<Null>,331.636763,0.06,A.G. SPANOS APARTMENTS,PRIVATE,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from Universe to Golf Course,Paradise Trail,<Null>,Asphalt,Between Eagle Ranch and Paradise,12,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.675425477778,35.1765173853907,1774,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,N/S,5,<Null>,892.556341,0.16,EAGLE RIDGE SUBDIVISION,CABQ_PM,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from PDN to Coors,Eagle Ranch Trail,Y,Asphalt,from PDN to Coors,10,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.674746826415,35.1614080714377,1776,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,<Null>,1,<Null>,1030.570432,0.19,Hoffmantown West Church,CABQ_PM,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from Camino del Arrebol to Corrales Main Canal,La Orilla,<Null>,Asphalt,La Orilla Rd. and Coors Blvd. NW.,10,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.676115975361,35.1601203319919,1777,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,<Null>,1,<Null>,227.497396,0.04,Hoffmantown West Church,CABQ_PM,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from Camino del Arrebol to Corrales Main Canal,La Orilla,<Null>,Asphalt,La Orilla Rd. and Coors Blvd. NW.,10,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
-106.677334497925,35.160131634389,1779,Paved Multiple Use Trail - A paved trail closed to automotive traffic.,,clampToGround,Existing,<Null>,<Null>,1,<Null>,68.041145,0.01,Hoffmantown West Church,CABQ_PM,CITY OF ALBUQUERQUE,Paved Multiple Use Trail,from Camino del Arrebol to Corrales Main Canal,La Orilla,<Null>,Asphalt,La Orilla Rd. and Coors Blvd. NW.,10,Paved Multiple Use Trail - A paved trail closed to automotive traffic.
